record id,contact id,meeting date,survey status
zcrm_436509136511541881,zcrm_703128579239982707,09/03/2025 20:19,call 1
zcrm_604674506188265735,zcrm_987554719002293944,20/10/2024 05:25,call 5
zcrm_788455534937135124,zcrm_574173232218451176,14/05/2025 22:57,call 4
zcrm_744802551917170745,zcrm_119614148618906794,13/11/2024 03:32,call 5
zcrm_403256756718426749,zcrm_726125940503008713,12/12/2024 10:38,survey failed
zcrm_261839674661354515,zcrm_421251963548922979,16/05/2025 08:41,call 5
zcrm_396706588277224989,zcrm_884426167012268199,02/01/2025 04:15,call 2
zcrm_098709297639082890,zcrm_732536280019138724,04/07/2025 08:13,call 5
zcrm_764091206561173827,zcrm_320042704259039511,04/11/2024 18:01,call 5
zcrm_048321974578065335,zcrm_981885578115269837,07/08/2024 14:44,survey failed
zcrm_441161965310031543,zcrm_420624434402349790,22/09/2024 08:18,call 1
zcrm_018861638951416531,zcrm_177039432670236788,22/08/2025 13:33,call 4
zcrm_080493563059421097,zcrm_210713663349188778,01/08/2025 14:42,survey completed
zcrm_800789109872388514,zcrm_841209962353462523,04/07/2024 23:55,call 1
zcrm_977177837683863086,zcrm_785051406795475907,23/01/2025 20:26,call 4
zcrm_154882770312911033,zcrm_736487345074645822,10/08/2024 12:17,call 2
zcrm_320056318438456387,zcrm_909232105623492277,12/08/2024 14:25,call 5
zcrm_620146407317256714,zcrm_565970305269322527,12/11/2024 00:23,survey completed
zcrm_709691283271338806,zcrm_701416628606101759,09/04/2025 16:57,call 3
zcrm_266524133860075443,zcrm_705196209886282298,29/09/2024 04:38,call 3
zcrm_308118126072471707,zcrm_617736265810070010,08/05/2025 08:28,call 5
zcrm_485323181621154169,zcrm_917561935454275664,31/08/2025 05:56,survey failed
zcrm_208460193463414148,zcrm_314310104048491253,18/08/2024 17:45,survey completed
zcrm_922983508863939280,zcrm_613260571139730610,05/04/2025 11:44,call 1
zcrm_170219186525971933,zcrm_476117671817730543,24/08/2024 00:03,call 1
zcrm_800903430847070944,zcrm_678400746311093727,09/04/2025 16:13,call 2
zcrm_123184702679473220,zcrm_810232880888388496,04/02/2025 01:34,call 1
zcrm_898474170029278926,zcrm_701844943017788561,02/06/2025 06:48,call 2
zcrm_281737672428934494,zcrm_514646962217052832,26/04/2025 04:25,call 1
zcrm_338712932164715945,zcrm_717195793358311097,08/04/2025 09:02,call 5
zcrm_854720462604210294,zcrm_669198624232068194,26/09/2024 22:58,survey failed
zcrm_847005718622765611,zcrm_590681720005112580,14/04/2025 04:44,call 1
zcrm_314964489892185370,zcrm_208700574044236965,17/04/2025 05:50,call 3
zcrm_829926020752395926,zcrm_172990675113716027,01/04/2025 02:12,call 2
zcrm_547436984225567974,zcrm_402966447184686862,11/12/2024 06:24,call 2
zcrm_150449454073643002,zcrm_888413275854039779,06/09/2025 08:24,call 2
zcrm_143470260401993115,zcrm_326805292245090436,13/03/2025 09:52,survey failed
zcrm_935974640872656940,zcrm_685135832786852685,06/07/2025 20:36,call 5
zcrm_643885139882435016,zcrm_747535626004115048,03/09/2024 03:59,survey completed
zcrm_233276510971099723,zcrm_878015430271760606,20/03/2025 09:53,survey failed
zcrm_315100755960625756,zcrm_424066985590600336,17/07/2025 04:39,call 5
zcrm_774336625832362905,zcrm_655697600052333874,08/07/2024 17:17,call 3
zcrm_540553161545381101,zcrm_900661774387464740,18/08/2024 09:29,call 1
zcrm_487215595615227997,zcrm_822794414108266608,30/08/2025 13:28,call 5
zcrm_545551486587094478,zcrm_909960020936930505,12/09/2025 08:51,call 2
zcrm_712443151364156292,zcrm_782133795738102745,12/08/2025 10:32,call 2
zcrm_478666443801435454,zcrm_132594026507060427,29/09/2024 00:54,call 4
zcrm_369729401644406495,zcrm_071075572034540533,19/01/2025 14:43,survey completed
zcrm_177098583885253745,zcrm_689833030508069758,26/05/2025 10:27,survey failed
zcrm_494379306667780678,zcrm_621298156780485367,12/08/2025 03:33,call 1
zcrm_636659406203441577,zcrm_552866476603263583,31/08/2025 17:57,survey completed
zcrm_665027495405490546,zcrm_963812382154931623,27/10/2024 22:39,call 1
zcrm_554953908264363519,zcrm_536006966916662276,19/05/2025 11:13,survey completed
zcrm_759435033169281494,zcrm_437739398464889652,23/04/2025 10:38,call 3
zcrm_585221487176043247,zcrm_214787026838640901,26/07/2025 12:07,call 2
zcrm_995318624029058233,zcrm_422395704404798717,15/07/2024 13:45,call 1
zcrm_026320347639292035,zcrm_868960439137963080,07/06/2025 14:29,call 3
zcrm_972024114381123808,zcrm_290371045480878401,15/12/2024 15:48,call 4
zcrm_719030819123726667,zcrm_499877803145596235,12/10/2024 13:00,call 4
zcrm_249186581146386563,zcrm_889385248582403488,09/09/2025 18:44,survey failed
zcrm_622096752238298490,zcrm_494355016270715476,18/07/2024 03:25,call 5
zcrm_180060910252262929,zcrm_277046513437841468,15/02/2025 07:39,call 1
zcrm_250587599374220817,zcrm_907274291626408132,22/06/2025 03:08,call 5
zcrm_975378157413152752,zcrm_639261346966055931,30/08/2024 18:55,call 1
zcrm_550783841684469692,zcrm_735707378156761981,09/07/2024 15:42,survey completed
zcrm_229403673410754034,zcrm_515409767274095784,07/05/2025 21:38,survey failed
zcrm_878142269257454855,zcrm_080147253980204649,27/06/2025 00:32,call 5
zcrm_933832377391748261,zcrm_271760298673551288,25/06/2025 10:03,call 2
zcrm_226754149582980143,zcrm_204437307040008513,14/06/2025 18:25,call 2
zcrm_163716482261884561,zcrm_948360156535382333,27/03/2025 06:50,call 1
zcrm_076075014170633597,zcrm_251062814862516756,14/02/2025 21:12,survey completed
zcrm_622701253414257810,zcrm_581342047374409092,14/12/2024 01:08,call 5
zcrm_790638543487880109,zcrm_552006468632032340,01/08/2024 08:38,call 2
zcrm_206505349887234795,zcrm_323063079298303710,10/08/2025 12:16,call 3
zcrm_134295318422832581,zcrm_402724475286170053,21/02/2025 12:36,call 2
zcrm_235088804013338196,zcrm_320746059576171532,16/03/2025 00:22,call 5
zcrm_241819943198055946,zcrm_940379914909730934,08/10/2024 12:06,call 4
zcrm_217118350922162984,zcrm_527519195297736261,24/01/2025 07:42,call 1
zcrm_847882515223406723,zcrm_448966005243239374,11/05/2025 21:55,call 5
zcrm_020087682930965348,zcrm_839042192620346018,19/09/2024 01:03,survey completed
zcrm_204148335508038095,zcrm_777914310189691874,24/09/2024 01:01,call 1
zcrm_365588543092403152,zcrm_403777206545489247,23/03/2025 16:59,call 3
zcrm_626526686324252883,zcrm_309761720036824774,04/11/2024 07:55,survey failed
zcrm_585394018697991462,zcrm_770010072206716393,20/07/2025 03:22,call 2
zcrm_237782530353548531,zcrm_289414418440357107,17/05/2025 13:47,call 4
zcrm_891795147098588319,zcrm_827166393336702866,06/03/2025 21:00,call 1
zcrm_055345260520504310,zcrm_296828379351929549,13/10/2024 20:22,call 2
zcrm_984562570530974549,zcrm_432239573761675277,17/07/2024 05:13,call 5
zcrm_090056542999235017,zcrm_542125911645636630,18/01/2025 23:31,call 1
zcrm_377813989605614447,zcrm_244344631493228348,14/04/2025 16:37,survey failed
zcrm_811855326440540613,zcrm_209552604193839894,10/04/2025 02:04,call 4
zcrm_677042450563946395,zcrm_355485033313178642,22/08/2025 00:22,call 5
zcrm_731122910926397089,zcrm_675876635105373261,01/12/2024 04:33,call 4
zcrm_217749564535048333,zcrm_953117762575663048,05/03/2025 12:14,call 3
zcrm_186872839280570639,zcrm_404698710953038774,29/08/2025 01:34,call 5
zcrm_921678268999739052,zcrm_969656304726532494,09/02/2025 06:33,survey failed
zcrm_260667337106110451,zcrm_858153957050661521,13/11/2024 03:30,call 2
zcrm_434828181654788530,zcrm_569973533407116954,24/07/2024 13:17,survey completed
zcrm_103435119130967699,zcrm_979249324450020789,22/03/2025 01:30,call 1
zcrm_637078687275784763,zcrm_645318266700284062,03/09/2025 14:00,survey completed
zcrm_583364013447525382,zcrm_109712810744838290,21/11/2024 00:25,call 4
zcrm_992728181548971207,zcrm_835989728339676836,08/02/2025 23:46,call 2
zcrm_079708132485680625,zcrm_443595862390491603,22/09/2025 15:59,call 5
zcrm_025924264528199818,zcrm_558849554373960538,31/03/2025 17:42,survey failed
zcrm_908041553502177270,zcrm_849507063104089806,10/09/2025 05:50,call 5
zcrm_601018842454563315,zcrm_226173198968899077,07/05/2025 06:32,survey completed
zcrm_370954812870702252,zcrm_525344237499251718,28/10/2024 16:15,call 3
zcrm_194056912155512739,zcrm_995714097637312649,22/03/2025 05:06,survey completed
zcrm_527489343015693318,zcrm_216691318518240809,18/09/2024 14:28,call 5
zcrm_392133447000881336,zcrm_935982376675295857,15/07/2024 20:16,call 4
zcrm_390911684696056549,zcrm_114221307047106669,07/03/2025 22:39,call 1
zcrm_282641944561829543,zcrm_073206758718636622,02/05/2025 09:06,survey completed
zcrm_839084060907892145,zcrm_625285838839077499,06/09/2025 07:54,call 5
zcrm_412996541744277684,zcrm_731181906634764001,25/11/2024 07:41,survey completed
zcrm_300640093549798939,zcrm_025813094488492987,02/07/2025 01:06,call 1
zcrm_563923990114324940,zcrm_043338194134109682,24/08/2024 22:42,call 5
zcrm_677584164282264142,zcrm_116316452506009511,14/07/2024 05:56,survey completed
zcrm_994481269039450612,zcrm_409792575817383309,24/08/2025 11:12,call 3
zcrm_620436924935640943,zcrm_226021053032255563,19/08/2024 10:28,call 5
zcrm_604459057318950186,zcrm_341134086018112517,29/11/2024 21:01,call 2
zcrm_708566224674412146,zcrm_204555097449753558,02/07/2025 04:52,call 4
zcrm_038077110519594828,zcrm_109794432252147804,31/07/2024 01:11,call 5
zcrm_440685708838749334,zcrm_340877935904972027,14/03/2025 13:15,survey completed
zcrm_918863526885450813,zcrm_275195481465651057,14/01/2025 13:36,call 4
zcrm_885868295189003528,zcrm_768097273170739033,20/03/2025 15:35,call 4
zcrm_703676392802900868,zcrm_643917067028118154,01/06/2025 23:19,call 4
zcrm_579811541168688287,zcrm_366077233964382293,03/01/2025 02:47,survey completed
zcrm_959612051903681293,zcrm_927995578917933541,15/01/2025 16:55,call 1
zcrm_834071053112320884,zcrm_547910774132505531,22/09/2025 17:35,call 4
zcrm_354786919719612643,zcrm_967793678092453588,06/11/2024 17:49,call 3
zcrm_433664168272893199,zcrm_455748055507760460,01/05/2025 21:40,survey completed
zcrm_625111264891951306,zcrm_360128410719902728,19/08/2025 17:35,call 5
zcrm_752314571603381282,zcrm_975881550578292474,28/02/2025 16:48,survey failed
zcrm_866435091414246292,zcrm_498679788743205337,08/10/2024 15:01,call 5
zcrm_297663089358378604,zcrm_871728512911933109,29/05/2025 06:48,call 5
zcrm_985979064563604885,zcrm_812959104658508305,12/03/2025 23:56,call 4
zcrm_242184433841202811,zcrm_906014868948975575,13/09/2024 13:17,call 1
zcrm_895621373835961263,zcrm_345063799814524280,02/07/2024 17:45,call 2
zcrm_009295631896897021,zcrm_822718503151812915,26/09/2024 18:04,call 5
zcrm_164491390565592256,zcrm_302714323013327205,28/08/2024 16:38,survey failed
zcrm_610884820802491993,zcrm_957495531829914753,10/04/2025 08:20,call 2
zcrm_603054493613963498,zcrm_482978014505625948,08/08/2024 11:18,call 1
zcrm_027673205343755535,zcrm_046893193877658177,22/07/2025 06:55,call 4
zcrm_300840636089326858,zcrm_298111677303173863,04/08/2025 15:34,call 5
zcrm_154070239270599483,zcrm_077168453046239443,24/12/2024 03:42,call 2
zcrm_473273394888235432,zcrm_359060921769472204,12/11/2024 06:01,call 5
zcrm_672159082335912000,zcrm_363277285402773142,13/06/2025 04:48,survey completed
zcrm_816268633957819928,zcrm_654033037138593367,03/04/2025 23:42,call 4
zcrm_685677801277823376,zcrm_575936978755334180,26/07/2025 22:46,call 2
zcrm_225686112180027650,zcrm_873717776792880210,14/02/2025 10:15,call 1
zcrm_665013964221528512,zcrm_427632405733292323,04/07/2025 13:28,call 4
zcrm_972216680142735797,zcrm_779944415418666153,09/02/2025 02:31,call 1
zcrm_784844488103382358,zcrm_155425754026178723,25/03/2025 01:41,call 1
zcrm_015154013853811432,zcrm_304372894479906445,31/03/2025 06:22,survey completed
zcrm_140342131563912528,zcrm_114812890412042789,15/08/2024 01:46,survey completed
zcrm_638546765134163263,zcrm_957659857221530199,29/09/2024 09:11,call 2
zcrm_731760982835986215,zcrm_338577491366768161,23/08/2024 03:06,survey completed
zcrm_864837605445925267,zcrm_525009548366457965,01/03/2025 15:58,survey completed
zcrm_650797495413312766,zcrm_159276691425484110,24/11/2024 08:37,survey completed
zcrm_945686501257870558,zcrm_787742392113941374,17/07/2025 05:07,call 3
zcrm_763139762744572903,zcrm_169862988459185017,06/12/2024 18:10,call 2
zcrm_000085726137128129,zcrm_464237546874288512,14/08/2024 21:06,survey failed
zcrm_895610062775623457,zcrm_358734557416021047,08/08/2024 23:18,survey completed
zcrm_987984835132699191,zcrm_397238929635092498,19/03/2025 08:16,survey failed
zcrm_772362995637193532,zcrm_823882299825444921,06/08/2024 14:31,call 1
zcrm_406788297327373278,zcrm_567460533251866144,06/10/2024 10:05,call 3
zcrm_019632055074850135,zcrm_799268548013731050,20/11/2024 16:13,call 2
zcrm_415282126159071011,zcrm_051653719202123809,05/07/2025 09:28,call 4
zcrm_861371711642332447,zcrm_565518251728433792,15/08/2024 10:12,call 1
zcrm_791393269175916881,zcrm_368466918639501502,18/05/2025 01:14,call 5
zcrm_176763328945144405,zcrm_061463996223659821,29/10/2024 00:01,survey completed
zcrm_779627618948758502,zcrm_239576350590966437,04/01/2025 20:48,survey completed
zcrm_490004753517160035,zcrm_163924842734064597,24/05/2025 19:35,call 4
zcrm_132323134331712529,zcrm_498977154858841447,10/07/2024 16:13,call 3
zcrm_950248320538110701,zcrm_362153419300028735,09/06/2025 19:59,call 1
zcrm_081511848867907270,zcrm_205712333382801470,03/01/2025 10:41,call 1
zcrm_819223967178092641,zcrm_813985602126413453,14/08/2024 13:03,call 5
zcrm_736234018266662011,zcrm_212851214567651885,29/09/2024 23:50,call 3
zcrm_676646914355193280,zcrm_710981990928928084,02/03/2025 13:12,survey completed
zcrm_066579522505529224,zcrm_194285467978602274,06/04/2025 11:56,call 1
zcrm_186811550553636627,zcrm_633227996269898605,10/04/2025 03:27,call 3
zcrm_498315740640605634,zcrm_844672529717249747,14/08/2025 22:06,call 3
zcrm_457729950138242471,zcrm_353431491797236970,17/11/2024 21:06,call 5
zcrm_521691496481639374,zcrm_684771418202769156,08/09/2024 03:54,call 5
zcrm_398246865203369200,zcrm_345008325479513029,18/05/2025 15:36,survey failed
zcrm_059307427898611335,zcrm_285127220512919601,12/06/2025 03:45,call 2
zcrm_348383989700940843,zcrm_681705851120590845,02/12/2024 21:26,call 3
zcrm_302318463106014698,zcrm_589008251111503374,12/09/2025 03:56,call 1
zcrm_893457625655476596,zcrm_233483709311467606,01/08/2024 06:47,survey failed
zcrm_880581373388249077,zcrm_392397134697563068,18/07/2024 18:34,survey completed
zcrm_843361397885550309,zcrm_055843734655698742,09/04/2025 20:06,call 4
zcrm_895443702482755178,zcrm_939051989411712784,13/07/2025 15:01,survey failed
zcrm_217040865497483373,zcrm_417212944263109722,14/04/2025 15:58,survey failed
zcrm_281938658400829135,zcrm_469707249258980585,01/08/2024 07:53,call 5
zcrm_887244660924386406,zcrm_850297905899183477,24/05/2025 17:02,survey completed
zcrm_051343442367824253,zcrm_832008210579172000,13/05/2025 22:19,call 4
zcrm_503122343730305550,zcrm_830716185000363698,30/08/2024 06:36,survey failed
zcrm_829156508686104484,zcrm_045750598288692262,03/12/2024 23:27,call 1
zcrm_338465182464047200,zcrm_303874742995134366,21/02/2025 09:14,survey failed
zcrm_010267505148641592,zcrm_965040855869477059,07/08/2025 10:44,call 4
zcrm_781800968719217006,zcrm_441623573127166569,24/07/2025 03:29,survey completed
zcrm_835674449803267268,zcrm_075391960314342658,24/12/2024 18:46,call 2
zcrm_817188376175083310,zcrm_169608553219572593,07/11/2024 09:40,call 3
zcrm_276899535575140024,zcrm_945320973774295864,11/04/2025 17:41,call 4
zcrm_261156899558850884,zcrm_472823205844554869,30/08/2024 10:01,survey failed
zcrm_728112881258954190,zcrm_489956600156524312,06/11/2024 07:42,call 1
zcrm_882917622596981934,zcrm_849697539112130132,01/01/2025 17:16,survey failed
zcrm_485725183317044325,zcrm_719051902957755995,22/11/2024 17:02,survey completed
zcrm_032861553784190528,zcrm_984418581550644200,19/09/2024 03:58,survey failed
zcrm_921392047504377179,zcrm_617158560095359673,03/01/2025 00:56,survey completed
zcrm_179222969312033933,zcrm_124895214785573885,04/10/2024 10:40,survey completed
zcrm_869381880798854244,zcrm_877814886555725580,16/07/2025 12:59,call 5
zcrm_865917791659056519,zcrm_332955363668582127,29/01/2025 10:16,survey failed
zcrm_529697396354877753,zcrm_491673425333965114,28/05/2025 09:06,call 5
zcrm_120276986851676750,zcrm_651185964931044444,14/07/2025 01:07,call 2
zcrm_354869090832307356,zcrm_426481179942838492,10/08/2025 17:55,call 4
zcrm_647245805590513505,zcrm_630438236527191332,30/04/2025 22:47,survey failed
zcrm_009237086237067599,zcrm_531622383536915858,01/09/2025 07:54,call 4
zcrm_811444612146274718,zcrm_190268019222025845,19/09/2025 18:03,call 2
zcrm_560999633765181014,zcrm_487463124723276679,06/05/2025 17:22,survey completed
zcrm_333395927072640992,zcrm_235715474162767101,19/10/2024 12:20,survey failed
zcrm_729684303837754082,zcrm_619537153424917779,24/11/2024 13:01,call 3
zcrm_665488576339666221,zcrm_082675675830393613,25/03/2025 16:05,call 4
zcrm_123893394403887181,zcrm_387474723052038791,07/11/2024 01:21,survey failed
zcrm_297383616387117753,zcrm_225801484688640153,09/05/2025 01:02,survey completed
zcrm_129446865860513489,zcrm_525718339762042819,27/01/2025 20:01,survey failed
zcrm_946366542849904282,zcrm_635522649062315782,15/09/2024 23:43,call 3
zcrm_363060541883842457,zcrm_511249863757132126,11/08/2024 23:56,survey completed
zcrm_117761489651283422,zcrm_334414064596658811,13/11/2024 22:02,survey failed
zcrm_800395843892815210,zcrm_831808286457720630,28/08/2024 10:49,call 2
zcrm_943837002548487796,zcrm_960834576723360595,23/05/2025 13:07,call 4
zcrm_662435672679541902,zcrm_975073387477554576,18/06/2025 10:16,call 2
zcrm_800477437483492851,zcrm_722748570296163380,28/05/2025 13:31,survey completed
zcrm_862107537911462058,zcrm_007498378864289495,04/02/2025 20:31,survey completed
zcrm_061816384386181177,zcrm_924305528688039760,03/08/2024 06:30,call 5
zcrm_222374923460964983,zcrm_552079705510576831,16/09/2024 12:32,call 5
zcrm_421348304865540848,zcrm_440739696048483197,15/12/2024 10:23,survey failed
zcrm_621738025750952562,zcrm_132549403869507793,01/07/2024 06:08,call 3
zcrm_261154212423701992,zcrm_667402296195620160,19/07/2024 05:07,call 1
zcrm_786446945052478221,zcrm_540580487341377929,19/02/2025 14:05,survey failed
zcrm_343020813031805204,zcrm_009579343252750060,26/02/2025 15:46,call 2
zcrm_315516468055172183,zcrm_453633269502927084,23/06/2025 19:26,survey failed
zcrm_970833813565302787,zcrm_689706321608624681,11/01/2025 04:44,call 4
zcrm_972622142858498052,zcrm_800801463372166165,23/04/2025 13:59,call 1
zcrm_439126371278357158,zcrm_825795498219584312,08/08/2024 14:34,survey failed
zcrm_293038384293055351,zcrm_474087078840088246,11/08/2024 00:02,call 3
zcrm_398949875461780400,zcrm_276498772383486046,21/12/2024 03:44,call 4
zcrm_626472657068560797,zcrm_987168410980596745,20/07/2025 14:17,call 2
zcrm_414062411485701068,zcrm_961528673670560262,22/03/2025 03:43,call 2
zcrm_203651171440538541,zcrm_078598589764332009,18/05/2025 06:04,call 3
zcrm_629409337781410206,zcrm_145206375528086552,01/06/2025 20:14,survey failed
zcrm_054456092100848742,zcrm_617811770155499233,18/04/2025 00:47,call 2
zcrm_352938818685058456,zcrm_681286035689252700,24/09/2024 07:33,call 1
zcrm_769926595248322151,zcrm_697467988815584371,31/01/2025 17:33,call 5
zcrm_306141235536951625,zcrm_149147999077783800,04/06/2025 11:14,survey completed
zcrm_789417376855413159,zcrm_839700123413806613,11/01/2025 06:44,call 2
zcrm_583000091635691271,zcrm_031713444809701426,16/08/2024 08:42,call 3
zcrm_597432397054722792,zcrm_816128207935279274,23/04/2025 08:04,call 3
zcrm_485683684167899784,zcrm_377409877410455259,26/11/2024 15:50,call 4
zcrm_125625772989690565,zcrm_376600555636409028,11/09/2025 04:34,call 2
zcrm_342803747414734295,zcrm_973684199219938234,22/01/2025 08:14,call 2
zcrm_261530591741037775,zcrm_108397854745680881,22/07/2024 23:47,survey completed
zcrm_492081746602844166,zcrm_570985121104309057,08/11/2024 05:49,call 2
zcrm_959608502787807856,zcrm_910207751281076489,03/11/2024 14:42,survey failed
zcrm_451204054442311805,zcrm_823619541806771076,09/03/2025 23:02,call 2
zcrm_579019776494576547,zcrm_283493186719582936,26/11/2024 12:34,call 1
zcrm_133460919635548560,zcrm_102169553360746890,30/10/2024 21:47,call 3
zcrm_014955233226450170,zcrm_178836647762917435,07/11/2024 07:19,call 5
zcrm_735249690671418974,zcrm_795439194740460167,01/02/2025 04:35,call 5
zcrm_198671209033639050,zcrm_122748735810930971,15/10/2024 11:30,call 5
zcrm_932450095231784244,zcrm_455870579656511516,09/08/2024 03:48,survey completed
zcrm_863070346636964004,zcrm_549774482496641055,20/12/2024 03:06,call 4
zcrm_407515540788244024,zcrm_996161808171272521,16/01/2025 04:54,survey failed
zcrm_524601447143938074,zcrm_111943457478728947,08/07/2024 15:40,call 3
zcrm_623710402421248998,zcrm_394998558715108582,16/09/2024 04:33,survey completed
zcrm_764670651569394842,zcrm_469120977379044467,21/07/2025 20:36,call 5
zcrm_593546957939839992,zcrm_499094176820045885,27/11/2024 23:17,call 1
zcrm_506321766717604592,zcrm_227366591395268912,28/05/2025 19:17,survey failed
zcrm_209201367449731087,zcrm_205850250171191080,11/08/2024 20:29,survey failed
zcrm_160264313785404676,zcrm_196101624868330805,29/03/2025 13:00,call 1
zcrm_664463852869857929,zcrm_453396658266094979,06/01/2025 19:08,call 3
zcrm_816585959241173215,zcrm_927916835823475063,02/08/2024 03:00,call 1
zcrm_189582710621373230,zcrm_885388989444113651,18/08/2025 22:07,call 4
zcrm_174209705717612037,zcrm_570722469727281501,09/04/2025 05:18,survey completed
zcrm_956878231492216049,zcrm_354275192079122789,27/01/2025 01:51,call 2
zcrm_098619517734572269,zcrm_620013425325844037,04/01/2025 09:56,call 4
zcrm_257197372775280398,zcrm_563713427618132985,09/08/2024 13:54,call 3
zcrm_898201277370336710,zcrm_091153768828899336,30/05/2025 09:02,call 4
zcrm_165289692884687497,zcrm_507115567979283127,12/04/2025 13:34,survey completed
zcrm_903527111412762272,zcrm_514249092829084358,07/08/2024 01:39,call 4
zcrm_869397640924234335,zcrm_248678747167703381,12/02/2025 08:45,call 4
zcrm_620239837305068140,zcrm_719529747786981094,23/03/2025 06:07,survey failed
zcrm_448880613694088249,zcrm_063279076076056709,08/08/2025 21:58,call 5
zcrm_063069101002867356,zcrm_696212552320473270,24/04/2025 03:41,call 3
zcrm_894175173920878331,zcrm_284572250328887815,17/07/2024 22:11,call 4
zcrm_587834749044464723,zcrm_425254930277696374,20/08/2025 05:36,call 3
zcrm_804824535173927019,zcrm_905358275329272211,27/08/2025 12:45,call 4
zcrm_070103362705172327,zcrm_531741480529197526,28/08/2024 11:55,call 2
zcrm_402104696204919708,zcrm_561972858040525590,18/09/2024 23:52,call 5
zcrm_645680698233940676,zcrm_471356960991634239,21/05/2025 13:59,call 2
zcrm_874849660482114318,zcrm_076476123773411883,06/08/2024 04:50,call 2
zcrm_612255987603716627,zcrm_867814480521812521,10/10/2024 10:17,call 3
zcrm_694797089213312557,zcrm_159811591553873038,03/08/2025 18:33,call 3
zcrm_462906969299706597,zcrm_695401951964821668,10/07/2024 22:15,call 5
zcrm_944866814251614875,zcrm_357306256874275310,28/04/2025 21:44,call 1
zcrm_693816281003299145,zcrm_253611111957944702,11/07/2024 19:12,call 1
zcrm_809609126158253993,zcrm_112169400587425942,21/07/2025 19:11,call 2
zcrm_082779719380848075,zcrm_622338850741398268,20/07/2025 11:13,call 5
zcrm_306535940931411074,zcrm_647035216517333836,04/04/2025 03:00,call 2
zcrm_912356326548884176,zcrm_131652774200757268,13/08/2025 20:06,survey completed
zcrm_608546069833149182,zcrm_156099876056149140,02/12/2024 23:45,call 3
zcrm_785576356992148197,zcrm_557287918356571604,16/08/2025 05:43,call 3
zcrm_767453008662002088,zcrm_364397004832072595,21/11/2024 12:14,call 4
zcrm_170834613943960171,zcrm_410916112054059365,01/01/2025 17:06,call 2
zcrm_252394775377527737,zcrm_978982164265531632,18/07/2024 10:36,call 5
zcrm_915772627824304520,zcrm_230328316384829553,12/08/2024 03:51,call 4
zcrm_681403130810224745,zcrm_945419386430427940,20/01/2025 03:36,call 4
zcrm_151201437216887059,zcrm_167850308665016346,04/07/2024 23:56,call 3
zcrm_448884845822005496,zcrm_336195661137652635,16/06/2025 14:45,call 1
zcrm_712550216464563415,zcrm_023424827173562548,31/05/2025 20:19,survey failed
zcrm_457982151191974480,zcrm_274609937293107092,15/05/2025 22:46,call 1
zcrm_525286844864399547,zcrm_358393676627870321,28/10/2024 11:35,call 1
zcrm_918831835929796485,zcrm_687552411699248697,24/07/2024 21:08,call 2
zcrm_773893674191725573,zcrm_254688660890836071,08/12/2024 14:39,call 4
zcrm_819375821463497466,zcrm_516368494049364495,06/05/2025 16:10,call 1
zcrm_453744215236911009,zcrm_237575808201352474,10/02/2025 05:05,survey completed
zcrm_706449964847867966,zcrm_399251868948984637,23/03/2025 05:03,call 4
zcrm_703350432743947346,zcrm_322639620597689876,19/01/2025 23:16,survey failed
zcrm_455770498129241390,zcrm_796174797475535318,12/09/2024 01:43,call 2
zcrm_366929673081175037,zcrm_019842669565234560,18/12/2024 17:25,call 4
zcrm_467374435960942838,zcrm_501436135039999235,20/12/2024 17:12,call 2
zcrm_444387583442802053,zcrm_897915603172242421,15/08/2024 15:13,survey completed
zcrm_973215543428460641,zcrm_812930570797605828,06/03/2025 22:58,survey completed
zcrm_145435376393952638,zcrm_646682057549461848,11/05/2025 05:22,call 3
zcrm_218320793967505340,zcrm_136317317341427706,22/04/2025 13:04,survey failed
zcrm_955266001636914142,zcrm_491685930092092655,25/11/2024 07:34,call 5
zcrm_412750701762816890,zcrm_300663678501971850,14/07/2025 21:10,call 2
zcrm_662883234331642333,zcrm_539863107335168085,19/09/2024 04:16,survey completed
zcrm_805430469448256135,zcrm_975191669645641855,25/11/2024 21:41,survey failed
zcrm_447527014148553622,zcrm_245407770446170534,16/07/2025 16:44,call 4
zcrm_638477300334437550,zcrm_432152825862917238,06/07/2024 12:25,survey failed
zcrm_099025910170948326,zcrm_835200088156465034,14/09/2024 06:26,survey completed
zcrm_263692309470018470,zcrm_284487854369245463,27/01/2025 07:29,survey failed
zcrm_157855715651943291,zcrm_529564128088891067,08/09/2025 07:46,call 2
zcrm_567902458842710368,zcrm_511263495168964239,11/12/2024 22:17,call 2
zcrm_384437458973514779,zcrm_151873804987783846,06/03/2025 01:43,call 2
zcrm_089658579105178734,zcrm_255385873853885962,21/04/2025 02:13,call 2
zcrm_720536278928835586,zcrm_686964906684118971,23/03/2025 11:08,survey completed
zcrm_392345539053073705,zcrm_585693475557947479,10/09/2024 04:55,call 4
zcrm_327192157949763873,zcrm_096561047605655029,11/06/2025 14:42,survey completed
zcrm_895873159490066642,zcrm_330047563820112358,17/08/2025 22:31,call 4
zcrm_784202285753230375,zcrm_520222355715063739,04/09/2025 11:54,survey completed
zcrm_079489485694974404,zcrm_823999305392100894,16/04/2025 02:54,call 2
zcrm_883265838734452083,zcrm_576596501975855276,29/08/2024 22:35,call 3
zcrm_734747926779535962,zcrm_673199377424683169,11/04/2025 12:08,survey completed
